W_s,idle_pmass,P_tokens,q_survival,reuse_frac_f,match_len_m,alpha_waste,hit_rate_h,breakeven_hmin,net_value_tok,pays_off
0.2,0.3,1024,0.9,0.00879,9.0,0.0,0.7,0.0,6.3,1
0.2,0.3,1024,0.9,0.00879,9.0,0.0,0.9,0.0,8.1,1
0.2,0.3,1024,0.9,0.00879,9.0,0.1,0.1,10.34343,-101.41,0
0.2,0.3,1024,0.9,0.00879,9.0,0.1,0.3,10.34343,-99.43,0
0.2,0.3,1024,0.9,0.00879,9.0,0.1,0.5,10.34343,-97.45,0
0.2,0.3,1024,0.9,0.00879,9.0,0.1,0.7,10.34343,-95.47,0
0.2,0.3,1024,0.9,0.00879,9.0,0.1,0.9,10.34343,-93.49,0
0.2,0.3,1024,0.9,0.00879,9.0,0.25,0.1,22.75556,-254.875,0
0.2,0.3,1024,0.9,0.00879,9.0,0.25,0.3,22.75556,-252.625,0
0.2,0.3,1024,0.9,0.00879,9.0,0.25,0.5,22.75556,-250.375,0
0.2,0.3,1024,0.9,0.00879,9.0,0.25,0.7,22.75556,-248.125,0
0.2,0.3,1024,0.9,0.00879,9.0,0.25,0.9,22.75556,-245.875,0
0.2,0.3,1024,0.9,0.00879,9.0,0.5,0.1,37.92593,-510.65,0
0.2,0.3,1024,0.9,0.00879,9.0,0.5,0.3,37.92593,-507.95,0
0.2,0.3,1024,0.9,0.00879,9.0,0.5,0.5,37.92593,-505.25,0
0.2,0.3,1024,0.9,0.00879,9.0,0.5,0.7,37.92593,-502.55,0
0.2,0.3,1024,0.9,0.00879,9.0,0.5,0.9,37.92593,-499.85,0
0.2,0.3,1024,0.9,0.00879,9.0,1.0,0.1,56.88889,-1022.2,0
0.2,0.3,1024,0.9,0.00879,9.0,1.0,0.3,56.88889,-1018.6,0
0.2,0.3,1024,0.9,0.00879,9.0,1.0,0.5,56.88889,-1015.0,0
0.2,0.3,1024,0.9,0.00879,9.0,1.0,0.7,56.88889,-1011.4,0
0.2,0.3,1024,0.9,0.00879,9.0,1.0,0.9,56.88889,-1007.8,0
0.2,0.3,1024,0.95,0.01855,19.0,0.0,0.1,0.0,1.9,1
0.2,0.3,1024,0.95,0.01855,19.0,0.0,0.3,0.0,5.7,1
0.2,0.3,1024,0.95,0.01855,19.0,0.0,0.5,0.0,9.5,1
0.2,0.3,1024,0.95,0.01855,19.0,0.0,0.7,0.0,13.3,1
0.2,0.3,1024,0.95,0.01855,19.0,0.0,0.9,0.0,17.1,1
0.2,0.3,1024,0.95,0.01855,19.0,0.1,0.1,4.89952,-100.31,0
0.2,0.3,1024,0.95,0.01855,19.0,0.1,0.3,4.89952,-96.13,0
0.2,0.3,1024,0.95,0.01855,19.0,0.1,0.5,4.89952,-91.95,0
0.2,0.3,1024,0.95,0.01855,19.0,0.1,0.7,4.89952,-87.77,0
0.2,0.3,1024,0.95,0.01855,19.0,0.1,0.9,4.89952,-83.59,0
0.2,0.3,1024,0.95,0.01855,19.0,0.25,0.1,10.77895,-253.625,0
0.2,0.3,1024,0.95,0.01855,19.0,0.25,0.3,10.77895,-248.875,0
0.2,0.3,1024,0.95,0.01855,19.0,0.25,0.5,10.77895,-244.125,0
0.2,0.3,1024,0.95,0.01855,19.0,0.25,0.7,10.77895,-239.375,0
0.2,0.3,1024,0.95,0.01855,19.0,0.25,0.9,10.77895,-234.625,0
0.2,0.3,1024,0.95,0.01855,19.0,0.5,0.1,17.96491,-509.15,0
0.2,0.3,1024,0.95,0.01855,19.0,0.5,0.3,17.96491,-503.45,0
0.2,0.3,1024,0.95,0.01855,19.0,0.5,0.5,17.96491,-497.75,0
0.2,0.3,1024,0.95,0.01855,19.0,0.5,0.7,17.96491,-492.05,0
0.2,0.3,1024,0.95,0.01855,19.0,0.5,0.9,17.96491,-486.35,0
0.2,0.3,1024,0.95,0.01855,19.0,1.0,0.1,26.94737,-1020.2,0
0.2,0.3,1024,0.95,0.01855,19.0,1.0,0.3,26.94737,-1012.6,0
0.2,0.3,1024,0.95,0.01855,19.0,1.0,0.5,26.94737,-1005.0,0
0.2,0.3,1024,0.95,0.01855,19.0,1.0,0.7,26.94737,-997.4,0
0.2,0.3,1024,0.95,0.01855,19.0,1.0,0.9,26.94737,-989.8,0
0.2,0.3,1024,0.99,0.09668,98.997,0.0,0.1,0.0,9.9,1
0.2,0.3,1024,0.99,0.09668,98.997,0.0,0.3,0.0,29.699,1
0.2,0.3,1024,0.99,0.09668,98.997,0.0,0.5,0.0,49.498,1
0.2,0.3,1024,0.99,0.09668,98.997,0.0,0.7,0.0,69.298,1
0.2,0.3,1024,0.99,0.09668,98.997,0.0,0.9,0.0,89.097,1
0.2,0.3,1024,0.99,0.09668,98.997,0.1,0.1,0.94034,-91.51,0
0.2,0.3,1024,0.99,0.09668,98.997,0.1,0.3,0.94034,-69.731,0
0.2,0.3,1024,0.99,0.09668,98.997,0.1,0.5,0.94034,-47.952,0
0.2,0.3,1024,0.99,0.09668,98.997,0.1,0.7,0.94034,-26.173,0
0.2,0.3,1024,0.99,0.09668,98.997,0.1,0.9,0.94034,-4.393,0
0.2,0.3,1024,0.99,0.09668,98.997,0.25,0.1,2.06876,-243.625,0
0.2,0.3,1024,0.99,0.09668,98.997,0.25,0.3,2.06876,-218.876,0
0.2,0.3,1024,0.99,0.09668,98.997,0.25,0.5,2.06876,-194.127,0
0.2,0.3,1024,0.99,0.09668,98.997,0.25,0.7,2.06876,-169.378,0
0.2,0.3,1024,0.99,0.09668,98.997,0.25,0.9,2.06876,-144.629,0
0.2,0.3,1024,0.99,0.09668,98.997,0.5,0.1,3.44793,-497.151,0
0.2,0.3,1024,0.99,0.09668,98.997,0.5,0.3,3.44793,-467.452,0
0.2,0.3,1024,0.99,0.09668,98.997,0.5,0.5,3.44793,-437.753,0
0.2,0.3,1024,0.99,0.09668,98.997,0.5,0.7,3.44793,-408.054,0
0.2,0.3,1024,0.99,0.09668,98.997,0.5,0.9,3.44793,-378.355,0
0.2,0.3,1024,0.99,0.09668,98.997,1.0,0.1,5.17189,-1004.201,0
0.2,0.3,1024,0.99,0.09668,98.997,1.0,0.3,5.17189,-964.602,0
0.2,0.3,1024,0.99,0.09668,98.997,1.0,0.5,5.17189,-925.003,0
0.2,0.3,1024,0.99,0.09668,98.997,1.0,0.7,5.17189,-885.405,0
0.2,0.3,1024,0.99,0.09668,98.997,1.0,0.9,5.17189,-845.806,0
1.0,0.3,16,0.8,0.24296,3.887,0.0,0.1,0.0,0.389,1
1.0,0.3,16,0.8,0.24296,3.887,0.0,0.3,0.0,1.166,1
1.0,0.3,16,0.8,0.24296,3.887,0.0,0.5,0.0,1.944,1
1.0,0.3,16,0.8,0.24296,3.887,0.0,0.7,0.0,2.721,1
1.0,0.3,16,0.8,0.24296,3.887,0.0,0.9,0.0,3.499,1
1.0,0.3,16,0.8,0.24296,3.887,0.1,0.1,0.37417,-1.172,0
1.0,0.3,16,0.8,0.24296,3.887,0.1,0.3,0.37417,-0.317,0
1.0,0.3,16,0.8,0.24296,3.887,0.1,0.5,0.37417,0.538,1
1.0,0.3,16,0.8,0.24296,3.887,0.1,0.7,0.37417,1.393,1
1.0,0.3,16,0.8,0.24296,3.887,0.1,0.9,0.37417,2.249,1
1.0,0.3,16,0.8,0.24296,3.887,0.25,0.1,0.82317,-3.514,0
1.0,0.3,16,0.8,0.24296,3.887,0.25,0.3,0.82317,-2.542,0
1.0,0.3,16,0.8,0.24296,3.887,0.25,0.5,0.82317,-1.57,0
1.0,0.3,16,0.8,0.24296,3.887,0.25,0.7,0.82317,-0.599,0
1.0,0.3,16,0.8,0.24296,3.887,0.25,0.9,0.82317,0.373,1
1.0,0.3,16,0.8,0.24296,3.887,0.5,0.1,1.37195,-7.417,0
1.0,0.3,16,0.8,0.24296,3.887,0.5,0.3,1.37195,-6.251,0
1.0,0.3,16,0.8,0.24296,3.887,0.5,0.5,1.37195,-5.084,0
1.0,0.3,16,0.8,0.24296,3.887,0.5,0.7,1.37195,-3.918,0
1.0,0.3,16,0.8,0.24296,3.887,0.5,0.9,1.37195,-2.752,0
1.0,0.3,16,0.8,0.24296,3.887,1.0,0.1,2.05793,-15.223,0
1.0,0.3,16,0.8,0.24296,3.887,1.0,0.3,2.05793,-13.668,0
1.0,0.3,16,0.8,0.24296,3.887,1.0,0.5,2.05793,-12.113,0
1.0,0.3,16,0.8,0.24296,3.887,1.0,0.7,2.05793,-10.558,0
1.0,0.3,16,0.8,0.24296,3.887,1.0,0.9,2.05793,-9.003,0
1.0,0.3,16,0.9,0.45827,7.332,0.0,0.1,0.0,0.733,1
1.0,0.3,16,0.9,0.45827,7.332,0.0,0.3,0.0,2.2,1
1.0,0.3,16,0.9,0.45827,7.332,0.0,0.5,0.0,3.666,1
1.0,0.3,16,0.9,0.45827,7.332,0.0,0.7,0.0,5.133,1
1.0,0.3,16,0.9,0.45827,7.332,0.0,0.9,0.0,6.599,1
1.0,0.3,16,0.9,0.45827,7.332,0.1,0.1,0.19838,-0.793,0
1.0,0.3,16,0.9,0.45827,7.332,0.1,0.3,0.19838,0.82,1
1.0,0.3,16,0.9,0.45827,7.332,0.1,0.5,0.19838,2.433,1
1.0,0.3,16,0.9,0.45827,7.332,0.1,0.7,0.19838,4.046,1
1.0,0.3,16,0.9,0.45827,7.332,0.1,0.9,0.19838,5.659,1
1.0,0.3,16,0.9,0.45827,7.332,0.25,0.1,0.43643,-3.083,0
1.0,0.3,16,0.9,0.45827,7.332,0.25,0.3,0.43643,-1.25,0
1.0,0.3,16,0.9,0.45827,7.332,0.25,0.5,0.43643,0.583,1
1.0,0.3,16,0.9,0.45827,7.332,0.25,0.7,0.43643,2.416,1
1.0,0.3,16,0.9,0.45827,7.332,0.25,0.9,0.43643,4.249,1
1.0,0.3,16,0.9,0.45827,7.332,0.5,0.1,0.72738,-6.9,0
1.0,0.3,16,0.9,0.45827,7.332,0.5,0.3,0.72738,-4.7,0
1.0,0.3,16,0.9,0.45827,7.332,0.5,0.5,0.72738,-2.501,0
1.0,0.3,16,0.9,0.45827,7.332,0.5,0.7,0.72738,-0.301,0
1.0,0.3,16,0.9,0.45827,7.332,0.5,0.9,0.72738,1.899,1
1.0,0.3,16,0.9,0.45827,7.332,1.0,0.1,1.09107,-14.534,0
1.0,0.3,16,0.9,0.45827,7.332,1.0,0.3,1.09107,-11.601,0
1.0,0.3,16,0.9,0.45827,7.332,1.0,0.5,1.09107,-8.668,0
1.0,0.3,16,0.9,0.45827,7.332,1.0,0.7,1.09107,-5.735,0
1.0,0.3,16,0.9,0.45827,7.332,1.0,0.9,1.09107,-2.802,0
1.0,0.3,16,0.95,0.66485,10.638,0.0,0.1,0.0,1.064,1
1.0,0.3,16,0.95,0.66485,10.638,0.0,0.3,0.0,3.191,1
1.0,0.3,16,0.95,0.66485,10.638,0.0,0.5,0.0,5.319,1
1.0,0.3,16,0.95,0.66485,10.638,0.0,0.7,0.0,7.446,1
1.0,0.3,16,0.95,0.66485,10.638,0.0,0.9,0.0,9.574,1
1.0,0.3,16,0.95,0.66485,10.638,0.1,0.1,0.13674,-0.43,0
1.0,0.3,16,0.95,0.66485,10.638,0.1,0.3,0.13674,1.91,1
1.0,0.3,16,0.95,0.66485,10.638,0.1,0.5,0.13674,4.251,1
1.0,0.3,16,0.95,0.66485,10.638,0.1,0.7,0.13674,6.591,1
1.0,0.3,16,0.95,0.66485,10.638,0.1,0.9,0.13674,8.931,1
1.0,0.3,16,0.95,0.66485,10.638,0.25,0.1,0.30082,-2.67,0
1.0,0.3,16,0.95,0.66485,10.638,0.25,0.3,0.30082,-0.011,0
1.0,0.3,16,0.95,0.66485,10.638,0.25,0.5,0.30082,2.648,1
1.0,0.3,16,0.95,0.66485,10.638,0.25,0.7,0.30082,5.308,1
1.0,0.3,16,0.95,0.66485,10.638,0.25,0.9,0.30082,7.967,1
1.0,0.3,16,0.95,0.66485,10.638,0.5,0.1,0.50137,-6.404,0
1.0,0.3,16,0.95,0.66485,10.638,0.5,0.3,0.50137,-3.213,0
1.0,0.3,16,0.95,0.66485,10.638,0.5,0.5,0.50137,-0.022,0
1.0,0.3,16,0.95,0.66485,10.638,0.5,0.7,0.50137,3.169,1
1.0,0.3,16,0.95,0.66485,10.638,0.5,0.9,0.50137,6.361,1
1.0,0.3,16,0.95,0.66485,10.638,1.0,0.1,0.75205,-13.872,0
1.0,0.3,16,0.95,0.66485,10.638,1.0,0.3,0.75205,-9.617,0
1.0,0.3,16,0.95,0.66485,10.638,1.0,0.5,0.75205,-5.362,0
1.0,0.3,16,0.95,0.66485,10.638,1.0,0.7,0.75205,-1.107,0
1.0,0.3,16,0.95,0.66485,10.638,1.0,0.9,0.75205,3.148,1
1.0,0.3,16,0.99,0.91911,14.706,0.0,0.1,0.0,1.471,1
1.0,0.3,16,0.99,0.91911,14.706,0.0,0.3,0.0,4.412,1
1.0,0.3,16,0.99,0.91911,14.706,0.0,0.5,0.0,7.353,1
1.0,0.3,16,0.99,0.91911,14.706,0.0,0.7,0.0,10.294,1
1.0,0.3,16,0.99,0.91911,14.706,0.0,0.9,0.0,13.235,1
1.0,0.3,16,0.99,0.91911,14.706,0.1,0.1,0.09891,0.018,1
1.0,0.3,16,0.99,0.91911,14.706,0.1,0.3,0.09891,3.253,1
1.0,0.3,16,0.99,0.91911,14.706,0.1,0.5,0.09891,6.488,1
1.0,0.3,16,0.99,0.91911,14.706,0.1,0.7,0.09891,9.723,1
1.0,0.3,16,0.99,0.91911,14.706,0.1,0.9,0.09891,12.959,1
1.0,0.3,16,0.99,0.91911,14.706,0.25,0.1,0.2176,-2.162,0
1.0,0.3,16,0.99,0.91911,14.706,0.25,0.3,0.2176,1.515,1
1.0,0.3,16,0.99,0.91911,14.706,0.25,0.5,0.2176,5.191,1
1.0,0.3,16,0.99,0.91911,14.706,0.25,0.7,0.2176,8.867,1
1.0,0.3,16,0.99,0.91911,14.706,0.25,0.9,0.2176,12.544,1
1.0,0.3,16,0.99,0.91911,14.706,0.5,0.1,0.36267,-5.794,0
1.0,0.3,16,0.99,0.91911,14.706,0.5,0.3,0.36267,-1.382,0
1.0,0.3,16,0.99,0.91911,14.706,0.5,0.5,0.36267,3.029,1
1.0,0.3,16,0.99,0.91911,14.706,0.5,0.7,0.36267,7.441,1
1.0,0.3,16,0.99,0.91911,14.706,0.5,0.9,0.36267,11.853,1
1.0,0.3,16,0.99,0.91911,14.706,1.0,0.1,0.54401,-13.059,0
1.0,0.3,16,0.99,0.91911,14.706,1.0,0.3,0.54401,-7.177,0
1.0,0.3,16,0.99,0.91911,14.706,1.0,0.5,0.54401,-1.294,0
1.0,0.3,16,0.99,0.91911,14.706,1.0,0.7,0.54401,4.588,1
1.0,0.3,16,0.99,0.91911,14.706,1.0,0.9,0.54401,10.47,1
1.0,0.3,64,0.8,0.0625,4.0,0.0,0.1,0.0,0.4,1
1.0,0.3,64,0.8,0.0625,4.0,0.0,0.3,0.0,1.2,1
1.0,0.3,64,0.8,0.0625,4.0,0.0,0.5,0.0,2.0,1
1.0,0.3,64,0.8,0.0625,4.0,0.0,0.7,0.0,2.8,1
1.0,0.3,64,0.8,0.0625,4.0,0.0,0.9,0.0,3.6,1
1.0,0.3,64,0.8,0.0625,4.0,0.1,0.1,1.45455,-5.96,0
1.0,0.3,64,0.8,0.0625,4.0,0.1,0.3,1.45455,-5.08,0
1.0,0.3,64,0.8,0.0625,4.0,0.1,0.5,1.45455,-4.2,0
1.0,0.3,64,0.8,0.0625,4.0,0.1,0.7,1.45455,-3.32,0
1.0,0.3,64,0.8,0.0625,4.0,0.1,0.9,1.45455,-2.44,0
1.0,0.3,64,0.8,0.0625,4.0,0.25,0.1,3.2,-15.5,0
1.0,0.3,64,0.8,0.0625,4.0,0.25,0.3,3.2,-14.5,0
1.0,0.3,64,0.8,0.0625,4.0,0.25,0.5,3.2,-13.5,0
1.0,0.3,64,0.8,0.0625,4.0,0.25,0.7,3.2,-12.5,0
1.0,0.3,64,0.8,0.0625,4.0,0.25,0.9,3.2,-11.5,0
1.0,0.3,64,0.8,0.0625,4.0,0.5,0.1,5.33334,-31.4,0
1.0,0.3,64,0.8,0.0625,4.0,0.5,0.3,5.33334,-30.2,0
1.0,0.3,64,0.8,0.0625,4.0,0.5,0.5,5.33334,-29.0,0
1.0,0.3,64,0.8,0.0625,4.0,0.5,0.7,5.33334,-27.8,0
1.0,0.3,64,0.8,0.0625,4.0,0.5,0.9,5.33334,-26.6,0
1.0,0.3,64,0.8,0.0625,4.0,1.0,0.1,8.00001,-63.2,0
1.0,0.3,64,0.8,0.0625,4.0,1.0,0.3,8.00001,-61.6,0
1.0,0.3,64,0.8,0.0625,4.0,1.0,0.5,8.00001,-60.0,0
1.0,0.3,64,0.8,0.0625,4.0,1.0,0.7,8.00001,-58.4,0
1.0,0.3,64,0.8,0.0625,4.0,1.0,0.9,8.00001,-56.8,0
1.0,0.3,64,0.9,0.14046,8.989,0.0,0.1,0.0,0.899,1
1.0,0.3,64,0.9,0.14046,8.989,0.0,0.3,0.0,2.697,1
1.0,0.3,64,0.9,0.14046,8.989,0.0,0.5,0.0,4.495,1
1.0,0.3,64,0.9,0.14046,8.989,0.0,0.7,0.0,6.293,1
1.0,0.3,64,0.9,0.14046,8.989,0.0,0.9,0.0,8.09,1
1.0,0.3,64,0.9,0.14046,8.989,0.1,0.1,0.64723,-5.411,0
1.0,0.3,64,0.9,0.14046,8.989,0.1,0.3,0.64723,-3.434,0
1.0,0.3,64,0.9,0.14046,8.989,0.1,0.5,0.64723,-1.456,0
1.0,0.3,64,0.9,0.14046,8.989,0.1,0.7,0.64723,0.522,1
1.0,0.3,64,0.9,0.14046,8.989,0.1,0.9,0.64723,2.499,1
1.0,0.3,64,0.9,0.14046,8.989,0.25,0.1,1.4239,-14.876,0
1.0,0.3,64,0.9,0.14046,8.989,0.25,0.3,1.4239,-12.629,0
1.0,0.3,64,0.9,0.14046,8.989,0.25,0.5,1.4239,-10.382,0
1.0,0.3,64,0.9,0.14046,8.989,0.25,0.7,1.4239,-8.134,0
1.0,0.3,64,0.9,0.14046,8.989,0.25,0.9,1.4239,-5.887,0
1.0,0.3,64,0.9,0.14046,8.989,0.5,0.1,2.37317,-30.652,0
1.0,0.3,64,0.9,0.14046,8.989,0.5,0.3,2.37317,-27.955,0
1.0,0.3,64,0.9,0.14046,8.989,0.5,0.5,2.37317,-25.258,0
1.0,0.3,64,0.9,0.14046,8.989,0.5,0.7,2.37317,-22.561,0
1.0,0.3,64,0.9,0.14046,8.989,0.5,0.9,2.37317,-19.864,0
1.0,0.3,64,0.9,0.14046,8.989,1.0,0.1,3.55975,-62.202,0
1.0,0.3,64,0.9,0.14046,8.989,1.0,0.3,3.55975,-58.606,0
1.0,0.3,64,0.9,0.14046,8.989,1.0,0.5,3.55975,-55.011,0
1.0,0.3,64,0.9,0.14046,8.989,1.0,0.7,3.55975,-51.415,0
1.0,0.3,64,0.9,0.14046,8.989,1.0,0.9,3.55975,-47.819,0
1.0,0.3,64,0.95,0.28574,18.287,0.0,0.1,0.0,1.829,1
1.0,0.3,64,0.95,0.28574,18.287,0.0,0.3,0.0,5.486,1
1.0,0.3,64,0.95,0.28574,18.287,0.0,0.5,0.0,9.144,1
1.0,0.3,64,0.95,0.28574,18.287,0.0,0.7,0.0,12.801,1
1.0,0.3,64,0.95,0.28574,18.287,0.0,0.9,0.0,16.458,1
1.0,0.3,64,0.95,0.28574,18.287,0.1,0.1,0.31816,-4.388,0
1.0,0.3,64,0.95,0.28574,18.287,0.1,0.3,0.31816,-0.365,0
1.0,0.3,64,0.95,0.28574,18.287,0.1,0.5,0.31816,3.658,1
1.0,0.3,64,0.95,0.28574,18.287,0.1,0.7,0.31816,7.681,1
1.0,0.3,64,0.95,0.28574,18.287,0.1,0.9,0.31816,11.704,1
1.0,0.3,64,0.95,0.28574,18.287,0.25,0.1,0.69995,-13.714,0
1.0,0.3,64,0.95,0.28574,18.287,0.25,0.3,0.69995,-9.142,0
1.0,0.3,64,0.95,0.28574,18.287,0.25,0.5,0.69995,-4.571,0
1.0,0.3,64,0.95,0.28574,18.287,0.25,0.7,0.69995,0.001,1
1.0,0.3,64,0.95,0.28574,18.287,0.25,0.9,0.69995,4.573,1
1.0,0.3,64,0.95,0.28574,18.287,0.5,0.1,1.16658,-29.257,0
1.0,0.3,64,0.95,0.28574,18.287,0.5,0.3,1.16658,-23.771,0
1.0,0.3,64,0.95,0.28574,18.287,0.5,0.5,1.16658,-18.285,0
1.0,0.3,64,0.95,0.28574,18.287,0.5,0.7,1.16658,-12.799,0
1.0,0.3,64,0.95,0.28574,18.287,0.5,0.9,1.16658,-7.312,0
1.0,0.3,64,0.95,0.28574,18.287,1.0,0.1,1.74987,-60.343,0
1.0,0.3,64,0.95,0.28574,18.287,1.0,0.3,1.74987,-53.028,0
1.0,0.3,64,0.95,0.28574,18.287,1.0,0.5,1.74987,-45.713,0
1.0,0.3,64,0.95,0.28574,18.287,1.0,0.7,1.74987,-38.398,0
1.0,0.3,64,0.95,0.28574,18.287,1.0,0.9,1.74987,-31.083,0
1.0,0.3,64,0.99,0.73384,46.966,0.0,0.1,0.0,4.697,1
1.0,0.3,64,0.99,0.73384,46.966,0.0,0.3,0.0,14.09,1
1.0,0.3,64,0.99,0.73384,46.966,0.0,0.5,0.0,23.483,1
1.0,0.3,64,0.99,0.73384,46.966,0.0,0.7,0.0,32.876,1
1.0,0.3,64,0.99,0.73384,46.966,0.0,0.9,0.0,42.269,1
1.0,0.3,64,0.99,0.73384,46.966,0.1,0.1,0.12388,-1.234,0
1.0,0.3,64,0.99,0.73384,46.966,0.1,0.3,0.12388,9.099,1
1.0,0.3,64,0.99,0.73384,46.966,0.1,0.5,0.12388,19.431,1
1.0,0.3,64,0.99,0.73384,46.966,0.1,0.7,0.12388,29.764,1
1.0,0.3,64,0.99,0.73384,46.966,0.1,0.9,0.12388,40.096,1
1.0,0.3,64,0.99,0.73384,46.966,0.25,0.1,0.27254,-10.129,0
1.0,0.3,64,0.99,0.73384,46.966,0.25,0.3,0.27254,1.612,1
1.0,0.3,64,0.99,0.73384,46.966,0.25,0.5,0.27254,13.354,1
1.0,0.3,64,0.99,0.73384,46.966,0.25,0.7,0.27254,25.095,1
1.0,0.3,64,0.99,0.73384,46.966,0.25,0.9,0.27254,36.837,1
1.0,0.3,64,0.99,0.73384,46.966,0.5,0.1,0.45423,-24.955,0
1.0,0.3,64,0.99,0.73384,46.966,0.5,0.3,0.45423,-10.865,0
1.0,0.3,64,0.99,0.73384,46.966,0.5,0.5,0.45423,3.224,1
1.0,0.3,64,0.99,0.73384,46.966,0.5,0.7,0.45423,17.314,1
1.0,0.3,64,0.99,0.73384,46.966,0.5,0.9,0.45423,31.404,1
1.0,0.3,64,0.99,0.73384,46.966,1.0,0.1,0.68134,-54.607,0
1.0,0.3,64,0.99,0.73384,46.966,1.0,0.3,0.68134,-35.82,0
1.0,0.3,64,0.99,0.73384,46.966,1.0,0.5,0.68134,-17.034,0
1.0,0.3,64,0.99,0.73384,46.966,1.0,0.7,0.68134,1.752,1
1.0,0.3,64,0.99,0.73384,46.966,1.0,0.9,0.68134,20.539,1
1.0,0.3,256,0.8,0.01563,4.0,0.0,0.1,0.0,0.4,1
1.0,0.3,256,0.8,0.01563,4.0,0.0,0.3,0.0,1.2,1
1.0,0.3,256,0.8,0.01563,4.0,0.0,0.5,0.0,2.0,1
1.0,0.3,256,0.8,0.01563,4.0,0.0,0.7,0.0,2.8,1
1.0,0.3,256,0.8,0.01563,4.0,0.0,0.9,0.0,3.6,1
1.0,0.3,256,0.8,0.01563,4.0,0.1,0.1,5.81818,-25.16,0
1.0,0.3,256,0.8,0.01563,4.0,0.1,0.3,5.81818,-24.28,0
1.0,0.3,256,0.8,0.01563,4.0,0.1,0.5,5.81818,-23.4,0
1.0,0.3,256,0.8,0.01563,4.0,0.1,0.7,5.81818,-22.52,0
1.0,0.3,256,0.8,0.01563,4.0,0.1,0.9,5.81818,-21.64,0
1.0,0.3,256,0.8,0.01563,4.0,0.25,0.1,12.8,-63.5,0
1.0,0.3,256,0.8,0.01563,4.0,0.25,0.3,12.8,-62.5,0
1.0,0.3,256,0.8,0.01563,4.0,0.25,0.5,12.8,-61.5,0
1.0,0.3,256,0.8,0.01563,4.0,0.25,0.7,12.8,-60.5,0
1.0,0.3,256,0.8,0.01563,4.0,0.25,0.9,12.8,-59.5,0
1.0,0.3,256,0.8,0.01563,4.0,0.5,0.1,21.33333,-127.4,0
1.0,0.3,256,0.8,0.01563,4.0,0.5,0.3,21.33333,-126.2,0
1.0,0.3,256,0.8,0.01563,4.0,0.5,0.5,21.33333,-125.0,0
1.0,0.3,256,0.8,0.01563,4.0,0.5,0.7,21.33333,-123.8,0
1.0,0.3,256,0.8,0.01563,4.0,0.5,0.9,21.33333,-122.6,0
1.0,0.3,256,0.8,0.01563,4.0,1.0,0.1,32.0,-255.2,0
1.0,0.3,256,0.8,0.01563,4.0,1.0,0.3,32.0,-253.6,0
1.0,0.3,256,0.8,0.01563,4.0,1.0,0.5,32.0,-252.0,0
1.0,0.3,256,0.8,0.01563,4.0,1.0,0.7,32.0,-250.4,0
1.0,0.3,256,0.8,0.01563,4.0,1.0,0.9,32.0,-248.8,0
1.0,0.3,256,0.9,0.03516,9.0,0.0,0.1,0.0,0.9,1
1.0,0.3,256,0.9,0.03516,9.0,0.0,0.3,0.0,2.7,1
1.0,0.3,256,0.9,0.03516,9.0,0.0,0.5,0.0,4.5,1
1.0,0.3,256,0.9,0.03516,9.0,0.0,0.7,0.0,6.3,1
1.0,0.3,256,0.9,0.03516,9.0,0.0,0.9,0.0,8.1,1
1.0,0.3,256,0.9,0.03516,9.0,0.1,0.1,2.58586,-24.61,0
1.0,0.3,256,0.9,0.03516,9.0,0.1,0.3,2.58586,-22.63,0
1.0,0.3,256,0.9,0.03516,9.0,0.1,0.5,2.58586,-20.65,0
1.0,0.3,256,0.9,0.03516,9.0,0.1,0.7,2.58586,-18.67,0
1.0,0.3,256,0.9,0.03516,9.0,0.1,0.9,2.58586,-16.69,0
1.0,0.3,256,0.9,0.03516,9.0,0.25,0.1,5.68889,-62.875,0
1.0,0.3,256,0.9,0.03516,9.0,0.25,0.3,5.68889,-60.625,0
1.0,0.3,256,0.9,0.03516,9.0,0.25,0.5,5.68889,-58.375,0
1.0,0.3,256,0.9,0.03516,9.0,0.25,0.7,5.68889,-56.125,0
1.0,0.3,256,0.9,0.03516,9.0,0.25,0.9,5.68889,-53.875,0
1.0,0.3,256,0.9,0.03516,9.0,0.5,0.1,9.48148,-126.65,0
1.0,0.3,256,0.9,0.03516,9.0,0.5,0.3,9.48148,-123.95,0
1.0,0.3,256,0.9,0.03516,9.0,0.5,0.5,9.48148,-121.25,0
1.0,0.3,256,0.9,0.03516,9.0,0.5,0.7,9.48148,-118.55,0
1.0,0.3,256,0.9,0.03516,9.0,0.5,0.9,9.48148,-115.85,0
1.0,0.3,256,0.9,0.03516,9.0,1.0,0.1,14.22222,-254.2,0
1.0,0.3,256,0.9,0.03516,9.0,1.0,0.3,14.22222,-250.6,0
1.0,0.3,256,0.9,0.03516,9.0,1.0,0.5,14.22222,-247.0,0
1.0,0.3,256,0.9,0.03516,9.0,1.0,0.7,14.22222,-243.4,0
1.0,0.3,256,0.9,0.03516,9.0,1.0,0.9,14.22222,-239.8,0
1.0,0.3,256,0.95,0.07422,19.0,0.0,0.1,0.0,1.9,1
1.0,0.3,256,0.95,0.07422,19.0,0.0,0.3,0.0,5.7,1
1.0,0.3,256,0.95,0.07422,19.0,0.0,0.5,0.0,9.5,1
1.0,0.3,256,0.95,0.07422,19.0,0.0,0.7,0.0,13.3,1
